date,apple,pen
2006-01-01,3002,294
2006-01-02,2923,288
2006-01-03,2840,273
2006-01-04,2754,259
2006-01-05,2657,247
2006-01-06,2555,242
2006-01-07,2464,234
2006-01-08,2353,229
2006-01-09,2255,218
2006-01-10,2155,212
2006-01-11,2063,206
2006-01-12,1979,200
2006-01-13,1896,187
2006-01-14,1799,178
2006-01-15,4609,505
2006-01-16,4522,491
2006-01-17,4422,479
2006-01-18,4331,472
2006-01-19,4235,461
2006-01-20,4139,453
2006-01-21,4050,437
2006-01-22,3960,429
2006-01-23,3864,418
2006-01-24,3764,406
2006-01-25,3647,394
2006-01-26,3564,378
2006-01-27,3475,369
2006-01-28,3382,363
2006-01-29,3289,350
2006-01-30,3171,340
2006-01-31,3088,330
2006-02-01,5995,636
2006-02-02,5901,622
2006-02-03,5820,612
2006-02-04,5733,597
2006-02-05,5642,583
2006-02-06,5565,572
2006-02-07,5467,566
2006-02-08,5374,554
2006-02-09,5272,539
2006-02-10,5183,532
2006-02-11,5088,524
2006-02-12,4987,518
2006-02-13,4903,503
2006-02-14,4826,490
2006-02-15,7738,822
2006-02-16,7640,809
2006-02-17,7549,802
2006-02-18,7451,791
2006-02-19,7351,778
2006-02-20,7284,767
2006-02-21,7176,755
2006-02-22,7071,737
2006-02-23,6965,722
2006-02-24,6869,715
2006-02-25,6776,704
2006-02-26,6677,700
2006-02-27,6584,693
2006-02-28,6501,686
2006-03-01,9420,1021
2006-03-02,9334,1014
2006-03-03,9230,1003
2006-03-04,9144,990
2006-03-05,9055,979
2006-03-06,8951,969
2006-03-07,8870,960
2006-03-08,8788,947
2006-03-09,8707,932
2006-03-10,8599,926
2006-03-11,8507,911
2006-03-12,8403,899
2006-03-13,8324,884
2006-03-14,8236,869
2006-03-15,11085,1229
2006-03-16,11006,1219
2006-03-17,10923,1214
2006-03-18,10811,1204
2006-03-19,10709,1192
2006-03-20,10629,1179
2006-03-21,10531,1172
2006-03-22,10433,1166
2006-03-23,10339,1157
2006-03-24,10254,1143
2006-03-25,10166,1138
2006-03-26,10087,1128
2006-03-27,9977,1113
2006-03-28,9887,1101
2006-03-29,9809,1091
2006-03-30,9714,1081
2006-03-31,9624,1067
2006-04-01,12471,1396
2006-04-02,12369,1385
2006-04-03,12271,1375
2006-04-04,12172,1370
2006-04-05,12081,1359
2006-04-06,11992,1344
2006-04-07,11901,1331
2006-04-08,11810,1313
2006-04-09,11730,1301
2006-04-10,11651,1293
2006-04-11,11547,1282
2006-04-12,11461,1271
2006-04-13,11360,1259
2006-04-14,11261,1247
2006-04-15,14111,1569
2006-04-16,14020,1563
2006-04-17,13928,1547
2006-04-18,13838,1540
2006-04-19,13748,1535
2006-04-20,13651,1521
2006-04-21,13562,1505
2006-04-22,13477,1494
2006-04-23,13382,1479
2006-04-24,13289,1468
2006-04-25,13183,1458
2006-04-26,13090,1443
2006-04-27,13001,1430
2006-04-28,12894,1420
2006-04-29,12811,1419
2006-04-30,12717,1417
2006-05-01,15639,1744
2006-05-02,15546,1733
2006-05-03,15450,1723
2006-05-04,15351,1714
2006-05-05,15252,1705
2006-05-06,15159,1696
2006-05-07,15069,1685
2006-05-08,14975,1671
2006-05-09,14868,1658
2006-05-10,14788,1649
2006-05-11,14690,1639
2006-05-12,14600,1623
2006-05-13,14510,1616
2006-05-14,14420,1608
2006-05-15,17378,1933
2006-05-16,17277,1918
2006-05-17,17179,1916
2006-05-18,17075,1912
2006-05-19,16978,1902
2006-05-20,16872,1895
2006-05-21,16787,1884
2006-05-22,16697,1872
2006-05-23,16616,1867
2006-05-24,16531,1863
2006-05-25,16443,1853
2006-05-26,16338,1842
2006-05-27,16237,1834
2006-05-28,16148,1824
2006-05-29,16041,1810
2006-05-30,15953,1805
2006-05-31,15854,1796
2006-06-01,18614,2117
2006-06-02,18525,2109
2006-06-03,18437,2096
2006-06-04,18348,2087
2006-06-05,18275,2080
2006-06-06,18182,2074
2006-06-07,18080,2068
2006-06-08,18008,2062
2006-06-09,17914,2053
2006-06-10,17805,2047
2006-06-11,17711,2040
2006-06-12,17628,2024
2006-06-13,17547,2017
2006-06-14,17436,2000
2006-06-15,20315,2327
2006-06-16,20216,2311
2006-06-17,20140,2298
2006-06-18,20041,2285
2006-06-19,19956,2276
2006-06-20,19873,2271
2006-06-21,19773,2263
2006-06-22,19678,2256
2006-06-23,19573,2249
2006-06-24,19473,2241
2006-06-25,19381,2230
2006-06-26,19301,2221
2006-06-27,19206,2212
2006-06-28,19108,2207
2006-06-29,19015,2195
2006-06-30,18928,2190
2006-07-01,21872,2531
2006-07-02,21779,2524
2006-07-03,21695,2516
2006-07-04,21591,2500
2006-07-05,21493,2491
2006-07-06,21394,2475
2006-07-07,21293,2469
2006-07-08,21188,2459
2006-07-09,21100,2451
2006-07-10,21021,2438
2006-07-11,20931,2423
2006-07-12,20838,2408
2006-07-13,20734,2401
2006-07-14,20647,2388
2006-07-15,23627,2687
2006-07-16,23528,2679
2006-07-17,23426,2673
2006-07-18,23339,2666
2006-07-19,23238,2657
2006-07-20,23155,2652
2006-07-21,23065,2643
2006-07-22,22990,2633
2006-07-23,22905,2625
2006-07-24,22806,2611
2006-07-25,22719,2600
2006-07-26,22632,2588
2006-07-27,22528,2575
2006-07-28,22441,2570
2006-07-29,22357,2558
2006-07-30,22260,2551
2006-07-31,22161,2544
2006-08-01,25177,2880
2006-08-02,25091,2868
2006-08-03,24982,2863
2006-08-04,24888,2852
2006-08-05,24791,2837
2006-08-06,24693,2829
2006-08-07,24597,2817
2006-08-08,24524,2809
2006-08-09,24435,2797
2006-08-10,24352,2788
2006-08-11,24259,2774
2006-08-12,24176,2761
2006-08-13,24075,2748
2006-08-14,23988,2737
2006-08-15,26937,3056
2006-08-16,26843,3047
2006-08-17,26764,3041
2006-08-18,26654,3030
2006-08-19,26550,3021
2006-08-20,26464,3013
2006-08-21,26364,2999
2006-08-22,26278,2985
2006-08-23,26180,2979
2006-08-24,26105,2967
2006-08-25,26009,2952
2006-08-26,25895,2944
2006-08-27,25798,2928
2006-08-28,25698,2919
2006-08-29,25594,2912
2006-08-30,25475,2898
2006-08-31,25389,2883
2006-09-01,28298,3191
2006-09-02,28198,3178
2006-09-03,28100,3169
2006-09-04,28007,3162
2006-09-05,27918,3150
2006-09-06,27819,3139
2006-09-07,27730,3130
2006-09-08,27648,3123
2006-09-09,27551,3120
2006-09-10,27439,3111
2006-09-11,27345,3100
2006-09-12,27259,3092
2006-09-13,27175,3081
2006-09-14,27086,3071
2006-09-15,30004,3396
2006-09-16,29933,3388
2006-09-17,29840,3378
2006-09-18,29740,3370
2006-09-19,29648,3358
2006-09-20,29545,3350
2006-09-21,29452,3343
2006-09-22,29356,3334
2006-09-23,29271,3326
2006-09-24,29188,3317
2006-09-25,29099,3305
2006-09-26,28994,3300
2006-09-27,28908,3295
2006-09-28,28827,3282
2006-09-29,28756,3274
2006-09-30,28660,3266
2006-10-01,31523,3559
2006-10-02,31428,3549
2006-10-03,31330,3545
2006-10-04,31241,3533
2006-10-05,31154,3520
2006-10-06,31043,3506
2006-10-07,30944,3497
2006-10-08,30854,3482
2006-10-09,30772,3470
2006-10-10,30677,3462
2006-10-11,30576,3451
2006-10-12,30476,3439
2006-10-13,30388,3433
2006-10-14,30300,3422
2006-10-15,33252,3736
2006-10-16,33166,3727
2006-10-17,33075,3717
2006-10-18,32984,3708
2006-10-19,32895,3696
2006-10-20,32799,3689
2006-10-21,32706,3674
2006-10-22,32604,3661
2006-10-23,32512,3654
2006-10-24,32426,3643
2006-10-25,32319,3635
2006-10-26,32226,3628
2006-10-27,32126,3617
2006-10-28,32036,3607
2006-10-29,31936,3595
2006-10-30,31828,3584
2006-10-31,31714,3576
2006-11-01,34611,3915
2006-11-02,34538,3909
2006-11-03,34446,3899
2006-11-04,34361,3890
2006-11-05,34278,3878
2006-11-06,34187,3870
2006-11-07,34095,3861
2006-11-08,34027,3856
2006-11-09,33934,3846
2006-11-10,33852,3842
2006-11-11,33764,3830
2006-11-12,33659,3821
2006-11-13,33594,3808
2006-11-14,33513,3796
2006-11-15,36377,4124
2006-11-16,36279,4113
2006-11-17,36189,4108
2006-11-18,36094,4099
2006-11-19,35986,4090
2006-11-20,35896,4079
2006-11-21,35813,4073
2006-11-22,35717,4064
2006-11-23,35628,4051
2006-11-24,35531,4040
2006-11-25,35441,4031
2006-11-26,35358,4018
2006-11-27,35256,4005
2006-11-28,35156,3992
2006-11-29,35077,3982
2006-11-30,34976,3968
2006-12-01,38006,4332
2006-12-02,37925,4323
2006-12-03,37835,4316
2006-12-04,37736,4310
2006-12-05,37656,4303
2006-12-06,37563,4292
2006-12-07,37467,4284
2006-12-08,37369,4272
2006-12-09,37272,4260
2006-12-10,37152,4248
2006-12-11,37054,4240
2006-12-12,36955,4228
2006-12-13,36858,4216
2006-12-14,36745,4212
2006-12-15,39562,4575
2006-12-16,39478,4568
2006-12-17,39376,4561
2006-12-18,39287,4549
2006-12-19,39183,4543
2006-12-20,39090,4527
2006-12-21,39001,4510
2006-12-22,38904,4501
2006-12-23,38804,4492
2006-12-24,38731,4484
2006-12-25,38641,4478
2006-12-26,38546,4471
2006-12-27,38458,4455
2006-12-28,38383,4444
2006-12-29,38282,4436
2006-12-30,38203,4418
2006-12-31,38115,4398
2007-01-01,41120,4723
2007-01-02,41036,4715
2007-01-03,40938,4702
2007-01-04,40848,4693
2007-01-05,40751,4681
2007-01-06,40652,4669
2007-01-07,40537,4660
2007-01-08,40445,4650
2007-01-09,40360,4640
2007-01-10,40265,4626
2007-01-11,40162,4622
2007-01-12,40072,4609
2007-01-13,40000,4600
2007-01-14,39923,4582
2007-01-15,42790,4910
2007-01-16,42703,4899
2007-01-17,42607,4889
2007-01-18,42518,4875
2007-01-19,42414,4866
2007-01-20,42311,4853
2007-01-21,42205,4841
2007-01-22,42108,4827
2007-01-23,41998,4814
2007-01-24,41903,4798
2007-01-25,41815,4793
2007-01-26,41726,4784
2007-01-27,41633,4773
2007-01-28,41535,4764
2007-01-29,41456,4756
2007-01-30,41368,4744
2007-01-31,41287,4729
2007-02-01,44242,5074
2007-02-02,44133,5064
2007-02-03,44044,5053
2007-02-04,43957,5046
2007-02-05,43860,5030
2007-02-06,43770,5020
2007-02-07,43675,5005
2007-02-08,43582,4995
2007-02-09,43490,4985
2007-02-10,43397,4978
2007-02-11,43310,4972
2007-02-12,43223,4957
2007-02-13,43125,4944
2007-02-14,43022,4936
2007-02-15,45998,5259
2007-02-16,45914,5251
2007-02-17,45819,5238
2007-02-18,45745,5226
2007-02-19,45655,5220
2007-02-20,45551,5209
2007-02-21,45468,5197
2007-02-22,45379,5186
2007-02-23,45284,5181
2007-02-24,45179,5167
2007-02-25,45090,5160
2007-02-26,44984,5149
2007-02-27,44891,5140
2007-02-28,44814,5135
2007-03-01,47829,5465
2007-03-02,47748,5454
2007-03-03,47641,5440
2007-03-04,47538,5428
2007-03-05,47462,5419
2007-03-06,47380,5402
2007-03-07,47286,5393
2007-03-08,47195,5384
2007-03-09,47124,5371
2007-03-10,47040,5363
2007-03-11,46939,5351
2007-03-12,46853,5341
2007-03-13,46768,5328
2007-03-14,46680,5316
2007-03-15,49516,5638
2007-03-16,49432,5627
2007-03-17,49315,5619
2007-03-18,49208,5612
2007-03-19,49113,5605
2007-03-20,49024,5596
2007-03-21,48936,5581
2007-03-22,48836,5573
2007-03-23,48755,5560
2007-03-24,48658,5554
2007-03-25,48575,5546
2007-03-26,48475,5537
2007-03-27,48399,5527
2007-03-28,48298,5512
2007-03-29,48185,5506
2007-03-30,48104,5500
2007-03-31,48007,5490
2007-04-01,51003,5792
2007-04-02,50924,5779
2007-04-03,50842,5769
2007-04-04,50750,5756
2007-04-05,50650,5744
2007-04-06,50543,5734
2007-04-07,50448,5727
2007-04-08,50344,5716
2007-04-09,50265,5708
2007-04-10,50164,5700
2007-04-11,50081,5688
2007-04-12,49989,5672
2007-04-13,49895,5661
2007-04-14,49788,5659
2007-04-15,52606,6001
2007-04-16,52500,5991
