date,apple,pen
2006-01-01,2914,323
2006-01-02,2817,313
2006-01-03,2721,305
2006-01-04,2616,293
2006-01-05,2527,287
2006-01-06,2434,279
2006-01-07,2339,270
2006-01-08,2236,257
2006-01-09,2139,245
2006-01-10,2046,233
2006-01-11,1943,223
2006-01-12,1858,215
2006-01-13,1772,204
2006-01-14,1673,190
2006-01-15,4675,519
2006-01-16,4573,505
2006-01-17,4494,492
2006-01-18,4384,478
2006-01-19,4285,467
2006-01-20,4190,463
2006-01-21,4098,451
2006-01-22,4016,441
2006-01-23,3927,431
2006-01-24,3835,419
2006-01-25,3731,413
2006-01-26,3633,407
2006-01-27,3543,397
2006-01-28,3440,385
2006-01-29,3341,372
2006-01-30,3250,356
2006-01-31,3145,340
2006-02-01,6022,670
2006-02-02,5928,658
2006-02-03,5841,652
2006-02-04,5747,646
2006-02-05,5667,639
2006-02-06,5592,631
2006-02-07,5502,619
2006-02-08,5408,607
2006-02-09,5322,596
2006-02-10,5226,585
2006-02-11,5130,580
2006-02-12,5039,570
2006-02-13,4948,561
2006-02-14,4849,556
2006-02-15,7650,874
2006-02-16,7564,865
2006-02-17,7449,857
2006-02-18,7355,846
2006-02-19,7273,834
2006-02-20,7194,828
2006-02-21,7096,823
2006-02-22,7013,812
2006-02-23,6923,804
2006-02-24,6827,797
2006-02-25,6726,783
2006-02-26,6629,774
2006-02-27,6550,766
2006-02-28,6458,760
2006-03-01,9317,1082
2006-03-02,9230,1077
2006-03-03,9136,1068
2006-03-04,9039,1060
2006-03-05,8953,1049
2006-03-06,8865,1041
2006-03-07,8788,1034
2006-03-08,8697,1017
2006-03-09,8599,1002
2006-03-10,8501,989
2006-03-11,8400,983
2006-03-12,8295,975
2006-03-13,8220,968
2006-03-14,8123,957
2006-03-15,10998,1277
2006-03-16,10909,1271
2006-03-17,10807,1265
2006-03-18,10724,1254
2006-03-19,10631,1245
2006-03-20,10560,1234
2006-03-21,10476,1229
2006-03-22,10378,1219
2006-03-23,10290,1206
2006-03-24,10214,1199
2006-03-25,10104,1190
2006-03-26,10017,1185
2006-03-27,9912,1173
2006-03-28,9827,1167
2006-03-29,9724,1161
2006-03-30,9638,1157
2006-03-31,9527,1146
2006-04-01,12399,1464
2006-04-02,12319,1454
2006-04-03,12217,1446
2006-04-04,12129,1440
2006-04-05,12041,1428
2006-04-06,11958,1410
2006-04-07,11880,1402
2006-04-08,11789,1394
2006-04-09,11692,1388
2006-04-10,11596,1373
2006-04-11,11505,1366
2006-04-12,11419,1352
2006-04-13,11318,1340
2006-04-14,11212,1331
2006-04-15,14061,1635
2006-04-16,13969,1626
2006-04-17,13887,1612
2006-04-18,13795,1603
2006-04-19,13709,1592
2006-04-20,13612,1575
2006-04-21,13512,1564
2006-04-22,13426,1560
2006-04-23,13332,1545
2006-04-24,13240,1538
2006-04-25,13148,1532
2006-04-26,13060,1520
2006-04-27,12956,1510
2006-04-28,12855,1504
2006-04-29,12756,1487
2006-04-30,12666,1474
2006-05-01,15583,1811
2006-05-02,15487,1802
2006-05-03,15392,1785
2006-05-04,15299,1780
2006-05-05,15183,1769
2006-05-06,15102,1760
2006-05-07,14996,1753
2006-05-08,14889,1735
2006-05-09,14805,1732
2006-05-10,14730,1723
2006-05-11,14640,1714
2006-05-12,14531,1696
2006-05-13,14423,1688
2006-05-14,14333,1680
2006-05-15,17282,1997
2006-05-16,17186,1987
2006-05-17,17079,1979
2006-05-18,16984,1963
2006-05-19,16901,1951
2006-05-20,16804,1935
2006-05-21,16707,1926
2006-05-22,16614,1923
2006-05-23,16532,1917
2006-05-24,16434,1909
2006-05-25,16356,1898
2006-05-26,16260,1890
2006-05-27,16163,1888
2006-05-28,16073,1880
2006-05-29,15987,1872
2006-05-30,15902,1863
2006-05-31,15812,1855
2006-06-01,18691,2131
2006-06-02,18601,2114
2006-06-03,18508,2106
2006-06-04,18423,2095
2006-06-05,18322,2084
2006-06-06,18223,2073
2006-06-07,18137,2064
2006-06-08,18027,2052
2006-06-09,17929,2039
2006-06-10,17844,2029
2006-06-11,17763,2020
2006-06-12,17666,2007
2006-06-13,17574,1998
2006-06-14,17482,1990
2006-06-15,20313,2326
2006-06-16,20238,2313
2006-06-17,20145,2300
2006-06-18,20057,2289
2006-06-19,19969,2276
2006-06-20,19897,2266
2006-06-21,19810,2252
2006-06-22,19711,2247
2006-06-23,19617,2233
2006-06-24,19541,2227
2006-06-25,19441,2219
2006-06-26,19374,2204
2006-06-27,19290,2193
2006-06-28,19183,2181
2006-06-29,19093,2164
2006-06-30,18990,2156
2006-07-01,21885,2468
2006-07-02,21795,2463
2006-07-03,21678,2454
2006-07-04,21571,2439
2006-07-05,21471,2426
2006-07-06,21378,2418
2006-07-07,21287,2406
2006-07-08,21195,2399
2006-07-09,21113,2384
2006-07-10,21024,2378
2006-07-11,20938,2369
2006-07-12,20848,2356
2006-07-13,20759,2345
2006-07-14,20673,2335
2006-07-15,23517,2676
2006-07-16,23424,2668
2006-07-17,23322,2656
2006-07-18,23234,2648
2006-07-19,23136,2636
2006-07-20,23043,2625
2006-07-21,22948,2617
2006-07-22,22840,2602
2006-07-23,22747,2592
2006-07-24,22648,2575
2006-07-25,22576,2569
2006-07-26,22502,2557
2006-07-27,22421,2549
2006-07-28,22323,2541
2006-07-29,22237,2531
2006-07-30,22157,2521
2006-07-31,22079,2515
2006-08-01,24968,2826
2006-08-02,24879,2810
2006-08-03,24771,2800
2006-08-04,24691,2786
2006-08-05,24589,2777
2006-08-06,24483,2764
2006-08-07,24383,2755
2006-08-08,24291,2740
2006-08-09,24176,2725
2006-08-10,24076,2718
2006-08-11,24000,2708
2006-08-12,23915,2699
2006-08-13,23828,2687
2006-08-14,23714,2676
2006-08-15,26613,3013
2006-08-16,26499,3008
2006-08-17,26406,3000
2006-08-18,26307,2991
2006-08-19,26199,2981
2006-08-20,26116,2969
2006-08-21,26007,2962
2006-08-22,25894,2957
2006-08-23,25807,2947
2006-08-24,25726,2935
2006-08-25,25636,2928
2006-08-26,25535,2921
2006-08-27,25405,2910
2006-08-28,25313,2902
2006-08-29,25204,2888
2006-08-30,25122,2873
2006-08-31,25025,2859
2006-09-01,27960,3190
2006-09-02,27877,3176
2006-09-03,27767,3165
2006-09-04,27680,3155
2006-09-05,27579,3151
2006-09-06,27483,3144
2006-09-07,27382,3134
2006-09-08,27291,3131
2006-09-09,27200,3116
2006-09-10,27111,3102
2006-09-11,27015,3088
2006-09-12,26915,3079
2006-09-13,26816,3071
2006-09-14,26740,3060
2006-09-15,29716,3361
2006-09-16,29611,3353
2006-09-17,29513,3343
2006-09-18,29437,3328
2006-09-19,29363,3318
2006-09-20,29261,3310
2006-09-21,29179,3298
2006-09-22,29095,3293
2006-09-23,29007,3283
2006-09-24,28907,3273
2006-09-25,28815,3264
2006-09-26,28722,3257
2006-09-27,28634,3251
2006-09-28,28541,3243
2006-09-29,28464,3237
2006-09-30,28366,3229
2006-10-01,31358,3556
2006-10-02,31261,3550
2006-10-03,31157,3545
2006-10-04,31053,3532
2006-10-05,30949,3518
2006-10-06,30867,3510
2006-10-07,30774,3499
2006-10-08,30683,3491
2006-10-09,30591,3484
2006-10-10,30492,3474
2006-10-11,30401,3464
2006-10-12,30305,3454
2006-10-13,30219,3444
2006-10-14,30120,3433
2006-10-15,33004,3737
2006-10-16,32908,3730
2006-10-17,32808,3717
2006-10-18,32710,3702
2006-10-19,32623,3694
2006-10-20,32531,3684
2006-10-21,32419,3670
2006-10-22,32319,3661
2006-10-23,32226,3650
2006-10-24,32134,3643
2006-10-25,32049,3634
2006-10-26,31962,3623
2006-10-27,31890,3607
2006-10-28,31773,3599
2006-10-29,31681,3589
2006-10-30,31594,3579
2006-10-31,31507,3572
2006-11-01,34429,3905
2006-11-02,34328,3898
2006-11-03,34242,3887
2006-11-04,34147,3876
2006-11-05,34068,3869
2006-11-06,33980,3863
2006-11-07,33896,3849
2006-11-08,33815,3838
2006-11-09,33715,3832
2006-11-10,33623,3824
2006-11-11,33522,3820
2006-11-12,33429,3806
2006-11-13,33344,3798
2006-11-14,33256,3793
2006-11-15,36182,4092
2006-11-16,36090,4086
2006-11-17,35989,4080
2006-11-18,35910,4073
2006-11-19,35813,4060
2006-11-20,35720,4051
2006-11-21,35634,4044
2006-11-22,35526,4035
2006-11-23,35450,4020
2006-11-24,35355,4015
2006-11-25,35261,4004
2006-11-26,35165,3991
2006-11-27,35068,3982
2006-11-28,34959,3974
2006-11-29,34864,3962
2006-11-30,34777,3953
2006-12-01,37601,4253
2006-12-02,37513,4241
2006-12-03,37406,4232
2006-12-04,37322,4228
2006-12-05,37243,4216
2006-12-06,37159,4200
2006-12-07,37071,4185
2006-12-08,36975,4178
2006-12-09,36888,4166
2006-12-10,36784,4160
2006-12-11,36689,4150
2006-12-12,36590,4140
2006-12-13,36492,4132
2006-12-14,36405,4122
2006-12-15,39243,4462
2006-12-16,39147,4446
2006-12-17,39066,4437
2006-12-18,38980,4428
2006-12-19,38884,4419
2006-12-20,38803,4414
2006-12-21,38704,4406
2006-12-22,38606,4397
2006-12-23,38515,4389
2006-12-24,38430,4380
2006-12-25,38338,4368
2006-12-26,38255,4355
2006-12-27,38170,4341
2006-12-28,38082,4333
2006-12-29,38004,4323
2006-12-30,37914,4317
2006-12-31,37819,4309
2007-01-01,40710,4610
2007-01-02,40589,4599
2007-01-03,40503,4589
2007-01-04,40403,4578
2007-01-05,40314,4567
2007-01-06,40240,4560
2007-01-07,40139,4548
2007-01-08,40049,4537
2007-01-09,39954,4530
2007-01-10,39872,4527
2007-01-11,39756,4514
2007-01-12,39664,4504
2007-01-13,39582,4496
2007-01-14,39485,4485
2007-01-15,42386,4823
2007-01-16,42295,4810
2007-01-17,42191,4801
2007-01-18,42106,4786
2007-01-19,42012,4777
2007-01-20,41924,4762
2007-01-21,41841,4755
2007-01-22,41737,4750
2007-01-23,41662,4743
2007-01-24,41576,4737
2007-01-25,41478,4730
2007-01-26,41394,4719
2007-01-27,41323,4708
2007-01-28,41234,4697
2007-01-29,41136,4686
2007-01-30,41032,4671
2007-01-31,40934,4666
2007-02-01,43941,5049
2007-02-02,43843,5035
2007-02-03,43742,5029
2007-02-04,43635,5014
2007-02-05,43535,5000
2007-02-06,43447,4988
2007-02-07,43355,4978
2007-02-08,43253,4967
2007-02-09,43155,4959
2007-02-10,43046,4951
2007-02-11,42956,4944
2007-02-12,42859,4931
2007-02-13,42755,4919
2007-02-14,42666,4905
2007-02-15,45604,5234
2007-02-16,45532,5225
2007-02-17,45425,5207
2007-02-18,45324,5191
2007-02-19,45248,5186
2007-02-20,45162,5171
2007-02-21,45079,5159
2007-02-22,44997,5154
2007-02-23,44903,5146
2007-02-24,44816,5134
2007-02-25,44716,5125
2007-02-26,44648,5116
2007-02-27,44542,5110
2007-02-28,44453,5096
2007-03-01,47403,5405
2007-03-02,47324,5401
2007-03-03,47230,5395
2007-03-04,47106,5382
2007-03-05,47017,5366
2007-03-06,46934,5360
2007-03-07,46837,5353
2007-03-08,46730,5331
2007-03-09,46637,5323
2007-03-10,46547,5310
2007-03-11,46442,5302
2007-03-12,46339,5292
2007-03-13,46232,5281
2007-03-14,46132,5271
2007-03-15,49106,5603
2007-03-16,49004,5592
2007-03-17,48900,5583
2007-03-18,48784,5574
2007-03-19,48682,5558
2007-03-20,48598,5547
2007-03-21,48517,5538
2007-03-22,48424,5525
2007-03-23,48325,5518
2007-03-24,48247,5505
2007-03-25,48161,5494
2007-03-26,48076,5489
2007-03-27,47996,5479
2007-03-28,47898,5467
2007-03-29,47811,5457
2007-03-30,47741,5443
2007-03-31,47650,5432
2007-04-01,50510,5762
2007-04-02,50417,5751
2007-04-03,50326,5745
2007-04-04,50228,5733
2007-04-05,50146,5726
