date,apple,pen
2006-01-31,3140,339
2006-02-28,6450,759
2006-03-31,9517,1142
2006-04-30,12655,1468
2006-05-31,15799,1847
2006-06-30,18975,2148
2006-07-31,22063,2503
2006-08-31,25007,2843
2006-09-30,28347,3210
2006-10-31,31485,3551
2006-11-30,34753,3930
2006-12-31,37794,4286
2007-01-31,40905,4643
2007-02-28,44423,5071
2007-03-31,47619,5406
2007-04-30,50796,5776
2007-05-31,53933,6170
2007-06-30,57096,6557
2007-07-31,60114,6945
2007-08-31,63237,7198
2007-09-30,66630,7533
2007-10-31,69777,7912
2007-11-30,72946,8312
2007-12-31,76186,8667
2008-01-31,79275,9019
2008-02-29,82562,9358
2008-03-31,85584,9769
2008-04-30,88749,10120
2008-05-31,91715,10499
2008-06-30,94716,10899
2008-07-31,97950,11230
2008-08-31,100990,11640
2008-09-30,104091,12036
2008-10-31,107129,12396
2008-11-30,110332,12745
2008-12-31,113421,13114
2009-01-31,116592,13466
2009-02-28,120032,13815
2009-03-31,123179,14173
2009-04-30,126382,14580
2009-05-31,129478,14947
2009-06-30,132732,15329
2009-07-31,136001,15685
2009-08-31,139138,16086
2009-09-30,142488,16420
2009-10-31,145523,16715
2009-11-30,148856,17101
2009-12-31,152055,17399
2010-01-31,155076,17790
2010-02-28,158421,18166
2010-03-31,161498,18497
2010-04-30,164811,18849
2010-05-31,167847,19195
2010-06-30,171173,19498
2010-07-31,174275,19852
2010-08-31,177341,20290
2010-09-30,180492,20678
2010-10-31,183659,21062
2010-11-30,186905,21431
2010-12-31,190243,21778
2011-01-31,193469,22128
2011-02-28,196789,22532
2011-03-31,199851,22844
2011-04-30,203042,23216
2011-05-31,206279,23576
2011-06-30,209496,23934
2011-07-31,212761,24283
2011-08-31,215894,24614
2011-09-30,219094,24989
2011-10-31,222018,25409
2011-11-30,225230,25811
2011-12-31,228244,26131
2012-01-31,231423,26452
2012-02-29,234728,26830
2012-03-31,237875,27176
2012-04-30,241117,27471
2012-05-31,244122,27766
2012-06-30,247452,28081
2012-07-31,250621,28492
2012-08-31,253620,28880
2012-09-30,256813,29246
2012-10-31,259888,29608
2012-11-30,262973,29983
2012-12-31,266111,30327
2013-01-31,269284,30709
2013-02-28,272749,31044
2013-03-31,275871,31361
2013-04-30,279013,31729
2013-05-31,282056,32071
2013-06-30,285258,32391
2013-07-31,288564,32817
2013-08-31,291772,33202
2013-09-30,295020,33594
2013-10-31,298107,33899
2013-11-30,301145,34219
2013-12-31,304279,34553
2014-01-31,307423,34956
2014-02-28,310760,35342
2014-03-31,314022,35726
2014-04-30,317264,36047
2014-05-31,320419,36440
2014-06-30,323623,36801
2014-07-31,326839,37122
2014-08-31,329982,37457
2014-09-30,333302,37817
2014-10-31,336466,38174
2014-11-30,339731,38495
2014-12-31,342761,38830
2015-01-31,345891,39213
2015-02-28,349508,39597
2015-03-31,352669,39936
2015-04-30,355881,40352
2015-05-31,358903,40709
2015-06-30,362106,41114
2015-07-31,365137,41492
2015-08-31,368228,41828
2015-09-30,371516,42182
2015-10-31,374610,42539
2015-11-30,377699,42947
2015-12-31,380877,43319
