date,apple,pen
2006-01-01,3041,313
2006-01-15,2973,330
2006-02-01,2947,341
2006-02-15,3005,344
2006-03-01,3024,351
2006-03-15,2975,305
2006-04-01,2892,326
2006-04-15,3092,353
2006-05-01,3060,332
2006-05-15,3006,344
2006-06-01,3068,335
2006-06-15,2962,373
2006-07-01,2927,310
2006-07-15,3013,307
2006-08-01,2953,339
2006-08-15,3009,331
2006-09-01,2980,326
2006-09-15,3000,333
2006-10-01,2996,346
2006-10-15,3044,354
2006-11-01,2943,357
2006-11-15,3065,349
2006-12-01,3009,317
2006-12-15,3007,337
2007-01-01,2995,345
2007-01-15,2988,334
2007-02-01,2957,347
2007-02-15,2989,350
2007-03-01,3067,337
2007-03-15,2977,316
2007-04-01,3058,306
2007-04-15,3036,318
2007-05-01,3061,319
2007-05-15,3019,321
2007-06-01,3057,348
2007-06-15,3056,324
2007-07-01,2965,353
2007-07-15,2920,305
2007-08-01,2916,298
2007-08-15,2947,301
2007-09-01,2992,290
2007-09-15,3051,347
2007-10-01,2905,358
2007-10-15,3052,338
2007-11-01,3014,339
2007-11-15,3005,333
2007-12-01,2993,352
2007-12-15,3008,327
2008-01-01,2955,352
2008-01-15,3020,289
2008-02-01,2895,327
2008-02-15,3055,331
2008-03-01,3009,349
2008-03-15,3080,339
2008-04-01,2881,294
2008-04-15,2930,313
2008-05-01,3096,343
2008-05-15,2997,361
2008-06-01,3107,322
2008-06-15,2988,308
2008-07-01,3064,368
2008-07-15,2951,334
2008-08-01,2974,350
2008-08-15,3026,338
2008-09-01,2935,310
2008-09-15,2989,333
2008-10-01,3057,339
2008-10-15,3081,337
2008-11-01,2996,315
2008-11-15,3005,344
2008-12-01,2877,356
2008-12-15,2940,354
2009-01-01,2996,322
2009-01-15,3017,340
2009-02-01,3023,360
2009-02-15,2991,331
2009-03-01,3022,336
2009-03-15,3022,330
2009-04-01,2915,321
2009-04-15,3007,303
2009-05-01,2903,329
2009-05-15,2960,338
2009-06-01,2934,351
2009-06-15,2921,353
2009-07-01,3087,327
2009-07-15,3032,329
2009-08-01,2977,312
2009-08-15,3005,319
2009-09-01,2912,330
2009-09-15,2974,320
2009-10-01,2997,312
2009-10-15,3020,317
2009-11-01,3020,340
2009-11-15,2985,311
2009-12-01,3020,338
2009-12-15,2987,304
2010-01-01,3012,341
2010-01-15,3007,316
2010-02-01,2946,333
2010-02-15,3002,356
2010-03-01,2930,339
2010-03-15,2996,319
2010-04-01,2957,289
2010-04-15,2946,336
2010-05-01,3049,337
2010-05-15,2963,342
2010-06-01,3016,323
2010-06-15,3048,337
2010-07-01,2984,321
2010-07-15,3033,397
2010-08-01,3001,318
2010-08-15,3036,350
2010-09-01,2996,316
2010-09-15,2913,314
2010-10-01,3086,331
2010-10-15,3040,301
2010-11-01,3047,350
2010-11-15,2878,343
2010-12-01,2972,331
2010-12-15,3101,327
2011-01-01,3048,321
2011-01-15,2958,313
2011-02-01,3019,335
2011-02-15,3120,316
2011-03-01,2975,336
2011-03-15,3014,328
2011-04-01,3017,323
2011-04-15,3014,347
2011-05-01,2971,322
2011-05-15,2974,363
2011-06-01,3008,349
2011-06-15,2998,329
2011-07-01,3031,295
2011-07-15,2943,302
2011-08-01,3032,315
2011-08-15,3062,346
2011-09-01,3045,347
2011-09-15,3142,310
2011-10-01,3020,332
2011-10-15,2962,338
2011-11-01,3028,349
2011-11-15,3047,312
2011-12-01,3027,321
2011-12-15,2972,348
2012-01-01,2973,327
2012-01-15,3065,365
2012-02-01,3031,337
2012-02-15,2996,318
2012-03-01,3020,311
2012-03-15,2939,320
2012-04-01,2921,336
2012-04-15,3081,314
2012-05-01,3075,328
2012-05-15,2958,357
2012-06-01,3028,334
2012-06-15,2988,305
2012-07-01,3009,318
2012-07-15,2974,307
2012-08-01,2918,330
2012-08-15,3037,338
2012-09-01,3012,348
2012-09-15,3036,338
2012-10-01,3024,342
2012-10-15,3073,332
2012-11-01,3042,339
2012-11-15,3047,335
2012-12-01,2923,337
2012-12-15,3018,351
2013-01-01,3055,343
2013-01-15,2967,304
2013-02-01,3011,348
2013-02-15,3053,332
2013-03-01,2945,352
2013-03-15,3059,336
2013-04-01,3065,320
2013-04-15,2980,336
2013-05-01,2986,322
2013-05-15,3001,357
2013-06-01,3060,338
2013-06-15,2965,346
2013-07-01,2969,324
2013-07-15,2987,322
2013-08-01,3003,318
2013-08-15,3024,364
2013-09-01,2943,338
2013-09-15,3017,339
2013-10-01,2985,344
2013-10-15,3044,332
2013-11-01,2930,344
2013-11-15,3017,322
2013-12-01,2953,327
2013-12-15,3041,347
2014-01-01,3020,334
2014-01-15,2975,319
2014-02-01,2960,332
2014-02-15,2949,340
2014-03-01,3031,319
2014-03-15,3033,303
2014-04-01,3063,320
2014-04-15,3001,317
2014-05-01,2967,335
2014-05-15,2909,318
2014-06-01,3060,346
2014-06-15,2994,329
2014-07-01,3007,337
2014-07-15,2920,304
2014-08-01,2950,346
2014-08-15,3045,357
2014-09-01,3074,303
2014-09-15,2968,350
2014-10-01,2876,339
2014-10-15,2988,314
2014-11-01,2960,341
2014-11-15,3110,324
2014-12-01,3009,334
2014-12-15,2982,372
2015-01-01,2980,337
2015-01-15,2941,315
2015-02-01,2990,315
2015-02-15,2929,304
2015-03-01,2989,318
2015-03-15,2991,323
2015-04-01,2936,297
2015-04-15,2976,332
2015-05-01,3071,303
2015-05-15,3103,348
2015-06-01,3054,345
2015-06-15,3071,330
2015-07-01,3039,327
2015-07-15,2959,303
2015-08-01,3050,334
2015-08-15,2974,368
2015-09-01,3007,339
2015-09-15,3014,358
2015-10-01,3132,335
2015-10-15,3040,326
2015-11-01,3011,343
2015-11-15,2991,357
2015-12-01,3015,381
2015-12-15,3002,340
